,product_id,date,stock_received,damaged_stock
338,300159,2023-03-01,1,0
339,561860,2023-03-01,2,0
340,890232,2023-03-01,2,0
341,689769,2023-03-01,2,0
342,623234,2023-03-01,2,0
343,131937,2023-03-01,2,0
344,272170,2023-03-01,2,0
345,937542,2023-03-01,1,0
346,287070,2023-03-01,1,0
347,461804,2023-03-01,1,0
348,36412,2023-03-01,1,0
349,336847,2023-03-01,1,0
350,589812,2023-03-01,1,0
351,968887,2023-03-01,1,0
352,739448,2023-03-01,1,0
353,700048,2023-03-01,1,0
354,672059,2023-03-01,1,0
355,684939,2023-03-01,2,0
356,140154,2023-03-01,2,0
357,615545,2023-03-01,1,0
358,367391,2023-03-01,1,0
359,433521,2023-03-01,1,0
360,432617,2023-03-01,1,0
361,57405,2023-03-01,1,0
362,52729,2023-03-01,1,0
363,131748,2023-03-01,1,0
364,913428,2023-03-01,1,0
365,642612,2023-03-01,1,0
366,784673,2023-03-01,1,0
367,587645,2023-03-01,1,0
368,837480,2023-03-01,1,0
369,137909,2023-03-01,1,0
370,992178,2023-03-01,1,0
371,56589,2023-03-01,1,0
372,154179,2023-03-01,1,0
373,478531,2023-03-01,1,0
374,14145,2023-03-01,2,0
375,871592,2023-03-01,1,0
376,818522,2023-03-01,2,0
377,15314,2023-03-01,2,0
378,880510,2023-03-01,2,0
379,329351,2023-03-01,2,0
380,337168,2023-03-01,1,0
381,839170,2023-03-01,1,0
382,961614,2023-03-01,1,0
383,654623,2023-03-01,2,0
384,658389,2023-03-01,1,0
385,990993,2023-03-01,1,0
386,991434,2023-03-01,1,0
387,687218,2023-03-01,1,0
388,194682,2023-03-01,2,0
389,679321,2023-03-01,2,0
390,561860,2023-03-01,1,0
391,712307,2023-03-01,2,0
392,890232,2023-03-01,1,0
393,398340,2023-03-01,1,0
394,652118,2023-03-01,1,0
395,53833,2023-03-01,1,0
396,903336,2023-03-01,1,0
397,120532,2023-03-01,1,0
398,945635,2023-03-01,1,0
399,131136,2023-03-01,1,0
400,993331,2023-03-01,2,0
401,451933,2023-03-01,1,0
402,704868,2023-03-01,1,0
403,336847,2023-03-01,1,0
404,144124,2023-03-01,1,0
405,747801,2023-03-01,2,0
406,589812,2023-03-01,1,0
407,604184,2023-03-01,1,0
408,709916,2023-03-01,1,0
409,700048,2023-03-01,2,0
410,767398,2023-03-01,2,0
411,490939,2023-03-01,1,0
412,124290,2023-03-01,2,0
413,492958,2023-03-01,2,0
414,853932,2023-03-01,1,0
415,433521,2023-03-01,1,0
416,120385,2023-03-01,2,0
417,373536,2023-03-01,1,0
418,131748,2023-03-01,1,0
419,537274,2023-03-01,1,0
420,642612,2023-03-01,2,0
421,784673,2023-03-01,1,0
422,451812,2023-03-01,2,0
423,137909,2023-03-01,1,0
424,264803,2023-03-01,2,0
425,123983,2023-03-01,1,0
426,154179,2023-03-01,1,0
427,298985,2023-03-01,1,0
428,890623,2023-03-01,1,0
429,196719,2023-03-01,1,0
430,284460,2023-03-01,1,0
431,473929,2023-03-01,2,0
432,952124,2023-03-01,2,0
433,382511,2023-03-01,2,0
434,891833,2023-03-01,1,0
435,798639,2023-03-01,1,0
436,883013,2023-03-01,1,0
437,183929,2023-03-01,1,0
438,734789,2023-03-01,1,0
439,690565,2023-03-01,2,0
440,291238,2023-03-01,1,0
441,563740,2023-03-01,1,0
442,990993,2023-03-01,1,0
443,542300,2023-03-01,2,0
444,679321,2023-03-01,1,0
445,667163,2023-03-01,2,0
446,712003,2023-03-01,2,0
447,890232,2023-03-01,2,0
448,398340,2023-03-01,1,0
449,491314,2023-03-01,1,0
450,470449,2023-03-01,2,0
451,131937,2023-03-01,1,0
452,187399,2023-03-01,1,0
453,692985,2023-03-01,1,0
454,760684,2023-03-01,2,0
455,354409,2023-03-01,2,0
456,490602,2023-03-01,1,0
457,327290,2023-03-01,1,0
458,451933,2023-03-01,1,0
459,704868,2023-03-01,1,0
460,552496,2023-03-01,1,0
461,677542,2023-03-01,1,0
462,604184,2023-03-01,1,0
463,473647,2023-03-01,1,0
464,385113,2023-03-01,2,0
465,672059,2023-03-01,2,0
466,799688,2023-03-01,1,0
467,492958,2023-03-01,2,0
468,219598,2023-03-01,1,0
469,140154,2023-03-01,2,0
470,449106,2023-03-01,2,0
471,927651,2023-03-01,1,0
472,930284,2023-03-01,1,0
473,425341,2023-03-01,2,0
474,566052,2023-03-01,1,0
475,992178,2023-03-01,2,0
476,240179,2023-03-01,2,0
477,673058,2023-03-01,1,0
478,11422,2023-03-01,1,0
479,349294,2023-03-01,2,0
480,397973,2023-03-01,2,0
481,15314,2023-03-01,1,0
482,833557,2023-03-01,2,0
483,337168,2023-03-01,1,0
484,883013,2023-03-01,2,0
485,183929,2023-03-01,1,0
486,361361,2023-03-01,2,0
487,313754,2023-03-01,1,0
488,658389,2023-03-01,2,0
489,491521,2023-03-01,2,0
490,914071,2023-03-01,1,0
491,962054,2023-03-01,1,0
492,532965,2023-03-01,1,0
493,606256,2023-03-01,2,0
494,652118,2023-03-01,2,0
495,925482,2023-03-01,1,0
496,764014,2023-03-01,1,0
497,760684,2023-03-01,1,0
498,937542,2023-03-01,2,0
499,993331,2023-03-01,2,0
500,435929,2023-03-01,1,0
501,697683,2023-03-01,1,0
502,448752,2023-03-01,2,0
503,133542,2023-03-01,1,0
504,492958,2023-03-01,1,0
505,140154,2023-03-01,1,0
506,440875,2023-03-01,1,0
507,951463,2023-03-01,1,0
508,525531,2023-03-01,1,0
509,613942,2023-03-01,1,0
510,784673,2023-03-01,1,0
511,677169,2023-03-01,1,0
512,799459,2023-03-01,1,0
513,992178,2023-03-01,1,0
514,114414,2023-03-01,1,0
515,153019,2023-03-01,1,0
516,669378,2023-03-01,1,0
517,196719,2023-03-01,2,0
518,77308,2023-03-01,1,0
519,462526,2023-03-01,1,0
520,146840,2023-03-01,1,0
521,136533,2023-03-01,1,0
522,714999,2023-03-01,2,0
523,15314,2023-03-01,1,0
524,41853,2023-03-01,1,0
525,741341,2023-03-01,2,0
526,324809,2023-03-01,1,0
527,949818,2023-03-01,2,0
528,291238,2023-03-01,2,0
529,832348,2023-03-01,2,0
530,681063,2023-03-01,1,0
531,378287,2023-03-01,1,0
532,228286,2023-03-01,1,0
533,712003,2023-03-01,1,0
534,712307,2023-03-01,1,0
535,969851,2023-03-01,1,0
536,33955,2023-03-01,1,0
537,623234,2023-03-01,1,0
538,272170,2023-03-01,2,0
539,287070,2023-03-01,1,0
540,679865,2023-03-01,1,0
541,327290,2023-03-01,1,0
542,807452,2023-03-01,1,0
543,18035,2023-03-01,1,0
544,799688,2023-03-01,1,0
545,615545,2023-03-01,2,0
546,6405,2023-03-01,2,0
547,57405,2023-03-01,1,0
548,757274,2023-03-01,2,0
549,425341,2023-03-01,1,0
550,274207,2023-03-01,1,0
551,706112,2023-03-01,2,0
552,851978,2023-03-01,1,0
553,33797,2023-03-01,1,0
554,123983,2023-03-01,2,0
555,669378,2023-03-01,1,0
556,965755,2023-03-01,2,0
557,222892,2023-03-01,1,0
558,516376,2023-03-01,2,0
559,812607,2023-03-01,1,0
560,136533,2023-03-01,1,0
561,714999,2023-03-01,1,0
562,382511,2023-03-01,1,0
563,500633,2023-03-01,1,0
564,799952,2023-03-01,1,0
565,833557,2023-03-01,1,0
566,455083,2023-03-01,2,0
567,361361,2023-03-01,1,0
568,990993,2023-03-01,1,0
569,914071,2023-03-01,1,0
570,481843,2023-03-01,1,0
571,991434,2023-03-01,2,0
572,540618,2023-03-01,2,0
573,60619,2023-03-01,2,0
574,107548,2023-03-01,1,0
575,687218,2023-03-01,2,0
576,194682,2023-03-01,1,0
577,228286,2023-03-01,2,0
578,969851,2023-03-01,2,0
579,33955,2023-03-01,1,0
580,131937,2023-03-01,1,0
581,187399,2023-03-01,1,0
582,721521,2023-03-01,1,0
583,120532,2023-03-01,1,0
584,760684,2023-03-01,1,0
585,354409,2023-03-01,1,0
586,937542,2023-03-01,1,0
587,327290,2023-03-01,1,0
588,739448,2023-03-01,1,0
589,897083,2023-03-01,2,0
590,365133,2023-03-01,1,0
591,133542,2023-03-01,2,0
592,34200,2023-03-01,1,0
593,4452,2023-03-01,1,0
594,120385,2023-03-01,1,0
595,186168,2023-03-01,1,0
596,537274,2023-03-01,1,0
597,613942,2023-03-01,2,0
598,760828,2023-03-01,1,0
599,557908,2023-03-01,1,0
600,33797,2023-03-01,2,0
601,237083,2023-03-01,1,0
602,196719,2023-03-01,2,0
603,349294,2023-03-01,2,0
604,462526,2023-03-01,1,0
605,888807,2023-03-01,1,0
606,500739,2023-03-01,1,0
607,337168,2023-03-01,1,0
608,659290,2023-03-01,1,0
609,602241,2023-03-01,1,0
610,300159,2023-03-01,2,0
611,689769,2023-03-01,1,0
612,945635,2023-03-01,2,0
613,131136,2023-03-01,1,0
614,644847,2023-03-01,1,0
615,747801,2023-03-01,1,0
616,968887,2023-03-01,1,0
617,897083,2023-03-01,2,0
618,473647,2023-03-01,2,0
619,82484,2023-03-01,1,0
620,432617,2023-03-01,1,0
621,566052,2023-03-01,1,0
622,264803,2023-03-01,1,0
623,154179,2023-03-01,2,0
624,39154,2023-03-01,1,0
625,349294,2023-03-01,1,0
626,284460,2023-03-01,1,0
627,654297,2023-03-01,2,0
628,70969,2023-03-01,1,0
629,552883,2023-03-01,1,0
630,952124,2023-03-01,2,0
631,146840,2023-03-01,1,0
632,136533,2023-03-01,2,0
633,880510,2023-03-01,1,0
634,762527,2023-03-01,1,0
635,991434,2023-03-01,2,0
636,319388,2023-03-01,1,0
637,679321,2023-03-01,1,0
638,667163,2023-03-01,1,0
639,513199,2023-03-01,2,0
640,689769,2023-03-01,1,0
641,491314,2023-03-01,1,0
642,652118,2023-03-01,1,0
643,679865,2023-03-01,1,0
644,589812,2023-03-01,1,0
645,9436,2023-03-01,2,0
646,385113,2023-03-01,1,0
647,799688,2023-03-01,2,0
648,492958,2023-03-01,1,0
649,820973,2023-03-01,1,0
650,11422,2023-03-01,1,0
651,14145,2023-03-01,2,0
652,70969,2023-03-01,2,0
653,257719,2023-03-01,1,0
654,455083,2023-03-01,1,0
655,592784,2023-03-01,1,0
656,949818,2023-03-01,2,0
657,690565,2023-03-01,1,0
658,952168,2023-03-01,1,0
659,602241,2023-03-01,1,0
660,481843,2023-03-01,2,0
661,171602,2023-03-01,2,0
662,328457,2023-03-01,2,0
663,712003,2023-03-01,1,0
664,954722,2023-03-01,1,0
665,925482,2023-03-01,2,0
666,611575,2023-03-01,2,0
667,901144,2023-03-01,1,0
668,354409,2023-03-01,1,0
669,317242,2023-03-01,2,0
670,327290,2023-03-01,2,0
671,704868,2023-03-01,1,0
672,18035,2023-03-01,1,0
673,91670,2023-03-01,1,0
674,739534,2023-03-01,1,0
675,385113,2023-03-01,1,0
676,112390,2023-03-01,2,0
677,859361,2023-03-01,2,0
678,492958,2023-03-01,1,0
679,615545,2023-03-01,2,0
680,953175,2023-03-01,1,0
681,120385,2023-03-01,2,0
682,373536,2023-03-01,1,0
683,784673,2023-03-01,2,0
684,26060,2023-03-01,2,0
685,11422,2023-03-01,1,0
686,34186,2023-03-01,1,0
687,478531,2023-03-01,1,0
688,397973,2023-03-01,1,0
689,217710,2023-03-01,2,0
690,146840,2023-03-01,2,0
691,500739,2023-03-01,1,0
692,324809,2023-03-01,1,0
693,563740,2023-03-01,1,0
694,540618,2023-03-01,2,0
695,962591,2023-03-01,1,0
696,687218,2023-03-01,1,0
697,328457,2023-03-01,1,0
698,667163,2023-03-01,1,0
699,365132,2023-03-01,1,0
700,969851,2023-03-01,1,0
701,621677,2023-03-01,2,0
702,306177,2023-03-01,2,0
703,764014,2023-03-01,1,0
704,287070,2023-03-01,1,0
705,679865,2023-03-01,1,0
706,644847,2023-03-01,1,0
707,36412,2023-03-01,1,0
708,365133,2023-03-01,2,0
709,863930,2023-03-01,1,0
710,34200,2023-03-01,2,0
711,256051,2023-03-01,1,0
712,367391,2023-03-01,2,0
713,433521,2023-03-01,2,0
714,661577,2023-03-01,2,0
715,564692,2023-03-01,1,0
716,642612,2023-03-01,2,0
717,613942,2023-03-01,1,0
718,723678,2023-03-01,2,0
719,587645,2023-03-01,2,0
720,851978,2023-03-01,2,0
721,33797,2023-03-01,1,0
722,673058,2023-03-01,2,0
723,11422,2023-04-01,1,0
724,890623,2023-04-01,2,0
725,818990,2023-04-01,1,0
726,552883,2023-04-01,1,0
727,952124,2023-04-01,2,0
728,555121,2023-04-01,1,0
729,376447,2023-04-01,2,0
730,217710,2023-04-01,1,0
731,136533,2023-04-01,1,0
732,67197,2023-04-01,1,0
733,329351,2023-04-01,2,0
734,324809,2023-04-01,1,0
735,659290,2023-04-01,1,0
736,839170,2023-04-01,1,0
737,455083,2023-04-01,1,0
738,487065,2023-04-01,2,0
739,990993,2023-04-01,1,0
740,914071,2023-04-01,2,0
741,481843,2023-04-01,1,0
742,667163,2023-04-01,1,0
743,365132,2023-04-01,1,0
744,689769,2023-04-01,2,0
745,33955,2023-04-01,1,0
746,470449,2023-04-01,2,0
747,954722,2023-04-01,1,0
748,623234,2023-04-01,1,0
749,606256,2023-04-01,2,0
750,652118,2023-04-01,2,0
751,621677,2023-04-01,1,0
752,306177,2023-04-01,1,0
753,692985,2023-04-01,1,0
754,354409,2023-04-01,1,0
755,937542,2023-04-01,1,0
756,287070,2023-04-01,1,0
757,679865,2023-04-01,1,0
758,644847,2023-04-01,2,0
759,36412,2023-04-01,2,0
760,704868,2023-04-01,2,0
761,435929,2023-04-01,1,0
762,336847,2023-04-01,2,0
763,144124,2023-04-01,1,0
764,589812,2023-04-01,1,0
765,604184,2023-04-01,1,0
766,697683,2023-04-01,1,0
767,112390,2023-04-01,1,0
768,672059,2023-04-01,2,0
769,124290,2023-04-01,1,0
770,219598,2023-04-01,2,0
771,449106,2023-04-01,1,0
772,853932,2023-04-01,2,0
773,970529,2023-04-01,1,0
774,927651,2023-04-01,1,0
775,82484,2023-04-01,1,0
776,440875,2023-04-01,1,0
777,585299,2023-04-01,1,0
778,52729,2023-04-01,1,0
779,373536,2023-04-01,2,0
780,564692,2023-04-01,1,0
781,642612,2023-04-01,1,0
782,784673,2023-04-01,2,0
783,425341,2023-04-01,1,0
784,771228,2023-04-01,1,0
785,837480,2023-04-01,1,0
786,799459,2023-04-01,1,0
787,123983,2023-04-01,1,0
788,237083,2023-04-01,1,0
789,154179,2023-04-01,1,0
790,298985,2023-04-01,1,0
791,679284,2023-04-01,2,0
792,669378,2023-04-01,1,0
793,965755,2023-04-01,1,0
794,196719,2023-04-01,2,0
795,847349,2023-04-01,2,0
796,871592,2023-04-01,1,0
797,284460,2023-04-01,2,0
798,70969,2023-04-01,2,0
799,552883,2023-04-01,1,0
800,397973,2023-04-01,1,0
801,555121,2023-04-01,1,0
802,462526,2023-04-01,1,0
803,376447,2023-04-01,1,0
804,146840,2023-04-01,2,0
805,382511,2023-04-01,2,0
806,67197,2023-04-01,2,0
807,741341,2023-04-01,2,0
808,500739,2023-04-01,2,0
809,949818,2023-04-01,1,0
810,361361,2023-04-01,2,0
811,658389,2023-04-01,1,0
812,762527,2023-04-01,1,0
813,832348,2023-04-01,1,0
814,991434,2023-04-01,1,0
815,319388,2023-04-01,4,0
816,687218,2023-04-01,1,0
817,328457,2023-04-01,1,0
818,300159,2023-04-01,4,0
819,561860,2023-04-01,1,0
820,712307,2023-04-01,1,0
821,532965,2023-04-01,2,0
822,969851,2023-04-01,2,0
823,33955,2023-04-01,2,0
824,623234,2023-04-01,1,0
825,131937,2023-04-01,1,0
826,187399,2023-04-01,1,0
827,272170,2023-04-01,2,0
828,901144,2023-04-01,2,0
829,764014,2023-04-01,2,0
830,945635,2023-04-01,1,0
831,354409,2023-04-01,1,0
832,937542,2023-04-01,2,0
833,490602,2023-04-01,2,0
834,287070,2023-04-01,1,0
835,644847,2023-04-01,1,0
836,993331,2023-04-01,2,0
837,704868,2023-04-01,1,0
838,435929,2023-04-01,1,0
839,455755,2023-04-01,2,0
840,91670,2023-04-01,2,0
841,336847,2023-04-01,1,0
842,589812,2023-04-01,1,0
843,677542,2023-04-01,1,0
844,894539,2023-04-01,1,0
845,739534,2023-04-01,1,0
846,473647,2023-04-01,1,0
847,385113,2023-04-01,1,0
848,647462,2023-04-01,1,0
849,34200,2023-04-01,1,0
850,859361,2023-04-01,1,0
851,140154,2023-04-01,1,0
852,366066,2023-04-01,2,0
853,600767,2023-04-01,1,0
854,6405,2023-04-01,2,0
855,853932,2023-04-01,2,0
856,820973,2023-04-01,1,0
857,930284,2023-04-01,1,0
858,4452,2023-04-01,1,0
859,82484,2023-04-01,1,0
860,57405,2023-04-01,1,0
861,951463,2023-04-01,2,0
862,243235,2023-04-01,2,0
863,256783,2023-04-01,1,0
864,525531,2023-04-01,1,0
865,642612,2023-04-01,1,0
866,557908,2023-04-01,1,0
867,799459,2023-04-01,2,0
868,851978,2023-04-01,1,0
869,114414,2023-04-01,1,0
870,153019,2023-04-01,2,0
871,222892,2023-04-01,1,0
